,cust_no,Recency,Frequency,Monetary
76617,0xb2d3496e,658,3.0,77663.07833333332
76621,0xb2d2a327,216,102.0,68487.515
76625,0xb2d6f1fb,169,10.0,2710.175
76628,0xb2d58dbb,284,5.0,2538.5766666666664
76631,0xb2d17c0d,510,26.0,322991.6666666666
76638,0xb2d7554f,169,38.0,7002.633333333334
76639,0xb2d1b51f,549,46.0,101129.35416666669
76643,0xb2d3c59d,497,2.0,121723.55
76644,0xb2d3e19c,320,69.0,2840.026666666667
76646,0xb2d19af4,636,5.0,554061.0233333333
76649,0xb2d51225,398,3.0,163321.45333333334
76651,0xb2d4f8a8,279,3.0,60174.33333333334
76654,0xb2d61974,361,2.0,25000.53
76656,0xb2d432cf,451,3.0,40186.89833333333
76658,0xb2d1f242,591,18.0,30011.946000000004
76661,0xb2d31f6b,251,10.0,112784.0488888889
76663,0xb2d39ff6,160,10.0,212585.0522222222
76668,0xb2d58bdb,301,7.0,1281.1
76669,0xb2d18354,587,3.0,47363.77333333334
76672,0xb2d43593,232,9.0,43253.23857142857
76675,0xb2d45630,552,9.0,54001.613333333335
76676,0xb2d50d9f,322,4.0,30.226666666666663
76677,0xb2d1aee0,570,9.0,270993.7866666667
76678,0xb2d2c805,98,3.0,87500.14333333333
76679,0xb2d2f430,505,4.0,1141677.879
76680,0xb2d16ce3,102,7.0,250329.9
76685,0xb2d0b964,532,7.0,533681.391111111
76687,0xb2d1ab23,508,4.0,231066.86666666667
76694,0xb2d577a4,289,15.0,15662.61
76696,0xb2d0c210,614,14.0,193823.9388888889
76697,0xb2d4edf5,186,4.0,167795.88777777774
76699,0xb2d13227,435,6.0,32050.87375
76700,0xb2d4fcfb,157,90.0,861.0666666666667
76701,0xb2d1fdc4,566,2.0,130633.13444444444
76702,0xb2d60e7c,303,3.0,155041.21333333335
76703,0xb2d24b5e,440,7.0,16739.097777777777
76704,0xb2d5312a,390,13.0,1255972.645
76706,0xb2d309c0,112,5.0,51658.74833333333
76707,0xb2d24f96,423,247.0,5805.03
76709,0xb2d5e038,394,14.0,175191.63999999998
76710,0xb2d57ee2,311,10.0,3483.86
76712,0xb2d2dfe7,120,2.0,6781.7300000000005
76713,0xb2d78585,104,4.0,100014.2
76715,0xb2d50418,122,2.0,387409.7522222222
76716,0xb2d47112,395,4.0,900895.6816666666
76717,0xb2d40521,599,2.0,90164.375
76719,0xb2d34542,559,8.0,1756.0266666666666
76720,0xb2d319ce,158,15.0,21870.33666666667
76722,0xb2d47e8c,236,66.0,10981.606666666668
76724,0xb2d06acb,166,99.0,62146.80166666667
76725,0xb2d0febb,305,9.0,150967.2066666667
76728,0x3b9b336d,489,14.0,343671.5122222222
76729,0xb2d0cdc5,517,1.0,114680.6188888889
76730,0xb2d63e82,163,3.0,5000.213333333333
76731,0xb2d65c64,243,3.0,53001.37666666667
76732,0xb2d15492,366,3.0,40001.802
76734,0xb2d8c385,183,58.0,5681.416666666667
76735,0xb2d2206b,714,4.0,150012.85833333334
76737,0xb2d3afb6,643,23.0,58.74666666666667
76738,0xb2d445c8,365,22.0,3075.7233333333334
76739,0xb2d0e71e,627,9.0,172998.01333333334
76740,0xb2d62889,193,34.0,150443.6683333333
76741,0xb2d5f78d,157,17.0,388500.0
76743,0xb2d333b4,173,240.0,288364.75333333336
76747,0xb2d2fd6f,156,11.0,1345217.6966666668
76752,0xb2d58140,183,3.0,67882.45222222223
76753,0xb2d09f84,516,15.0,260338.3966666667
76754,0xb2d8a945,138,3.0,590761.4383333334
76755,0xb2d4e714,302,7.0,102425.07111111112
76758,0xb2d383bb,358,17.0,131913.17
76759,0xb2d633c6,356,7.0,18350.0
76760,0xb2d5710e,159,17.0,15880.9
76766,0xb2d0f828,406,12.0,218957.1783333333
76767,0xb2d6561c,251,64.0,135643.36
76770,0xb2d632be,256,2.0,40012.594
76775,0x3b9b47aa,597,6.0,33621.26333333333
76778,0xb2d3404a,422,20.0,63766.25666666666
76781,0xb2d1fe30,126,4.0,744352.2583333334
76783,0x3b9ae3f0,473,72.0,3496969.931666666
76788,0xb2d55e2d,461,5.0,82283.23
76789,0xb2d087f3,606,6.0,337502.98625
76794,0xb2d6af98,119,1.0,22706.86333333333
76796,0xb2d33e3d,658,10.0,483721.592
76797,0xb2d3f7a4,518,8.0,60567.17166666666
76799,0xb2d2cea1,303,3.0,4873.763333333333
76800,0xb2d56e7d,252,6.0,1125821.862
76801,0xb2d18cea,154,4.0,68335.69166666667
76802,0xb2d6cc63,189,6.0,2171.38
76810,0xb2d41445,571,14.0,247634.28857142857
76812,0xb2d58188,160,22.0,34148.994999999995
76815,0xb2d3eaab,603,3.0,65376.35333333333
76816,0xb2d42966,373,365.0,16609.74666666667
76817,0xb2d598b6,112,11.0,140516.44999999998
76819,0xb2d355e3,1024,20.0,11974.596666666666
76821,0xb2d433dd,379,14.0,279353.4318181818
76822,0xb2d539e5,388,2.0,75771.01666666666
76823,0xb2d2fa15,454,5.0,16.41333333333333
76824,0xb2d5b3f8,293,4.0,197017.70333333337
76825,0xb2d69c60,217,3.0,53201.27125
76829,0xb2d5f8e0,258,5.0,376444.3000000001
76834,0x3b9b1b01,163,3.0,123491.62777777776
76836,0x3b9adafc,397,3.0,84706.63
76837,0xb2d60a56,277,9.0,1704.03
76838,0xb2d3ab48,171,5.0,21859.403333333332
76839,0xb2d26c28,537,11.0,309016.70333333337
76843,0xb2d6cc03,131,3.0,663670.7883333333
76844,0xb2d6c867,148,8.0,183352.275
76846,0xb2d5abb8,367,8.0,180600.7573333333
76848,0xb2d33d2c,341,5.0,327001.455
76849,0xb2d2bc8c,197,3.0,25881.84333333333
76850,0xb2d4d9ac,354,3.0,66876.18
76852,0xb2d0f948,667,2.0,6030.033333333333
76853,0xb2d51fcf,171,10.0,297264.9255555556
76854,0xb2d208ef,304,14.0,5785.563333333334
76856,0xb2d2b5d2,250,14.0,10176.883333333331
76857,0xb2d4dc49,218,14.0,236670.63
76860,0xb2d5d906,92,46.0,11141.86
76861,0xb2d56d6c,165,44.0,642519.3216666667
76862,0xb2d6581a,126,2.0,5944.420000000001
76863,0x3b9af0ec,622,79.0,166948.66777777777
76865,0xb2d1d55c,167,50.0,29680.532
76869,0xb2d147ab,194,1.0,76480.0125
76870,0xb2d35520,259,2.0,11155.691666666668
76871,0xb2d63459,344,1.0,15137.229999999998
76873,0xb2d6322e,344,12.0,80986.815
76876,0xb2d0ef37,91,6.0,124978.34833333331
76877,0xb2d1588b,707,3.0,42683.70166666667
76878,0xb2d4ed9e,306,10.0,2238826.4633333334
76880,0xb2d8dd3e,159,52.0,250968.2616666667
76882,0xb2d10311,242,6.0,81189.18222222223
76885,0xb2d17c52,174,16.0,1557974.2000000004
76886,0xb2d4eaa1,407,3.0,52677.76666666666
76888,0xb2d3391e,425,5.0,84427.526
76890,0xb2d6a3f2,102,47.0,449.0866666666666
76891,0xb2d0d260,581,20.0,733231.8433333334
76892,0xb2d78b6d,183,3.0,179140.465
76893,0xb2d30255,478,4.0,516925.2283333333
76895,0xb2d4346d,217,7.0,100941.35454545454
76898,0xb2d5ce74,367,3.0,73334.56666666667
76900,0xb2d54f0c,304,4.0,1088035.1700000002
76906,0xb2d21ee8,306,3.0,789395.1816666666
76907,0xb2d25e75,549,11.0,52666.19333333333
76908,0xb2d4cf0b,253,12.0,13891.023333333333
76910,0xb2d648e7,231,1.0,51087.69
76911,0xb2d0eeda,690,11.0,309513.539
76912,0xb2d2b7be,126,10.0,2964.633333333333
76914,0xb2d2b5cc,490,22.0,29007.923333333336
76916,0xb2d0f792,424,4.0,52227.30833333334
76917,0xb2d36f8a,299,4.0,973059.79
76920,0xb2d222e4,260,19.0,218371.41333333333
76921,0xb2d68a00,195,6.0,3777.34
76923,0xb2d32ce2,426,12.0,10682.713333333331
76924,0xb2d23940,656,63.0,467000.0
76927,0xb2d56b26,259,3.0,247332.99416666667
76928,0xb2d6b8d4,114,5.0,8846.246666666666
76929,0xb2d1925a,312,25.0,191024.39666666664
76930,0xb2d28830,663,5.0,248219.56666666665
76932,0xb2d8db34,138,3.0,7256.21
76933,0xb2d3ee41,157,37.0,183.27
76934,0xb2d0e652,440,11.0,104674.73090909093
76937,0xb2d1aefe,606,2.0,20000.57833333333
76938,0xb2d6d77f,160,2.0,2006.8166666666668
76941,0xb2d63309,225,8.0,821584.0428571429
76945,0xb2d6b3f4,182,27.0,300041.966
76948,0xb2d57e67,148,2.0,4004.168
76949,0xb2d2ecc8,160,9.0,144623.5458333333
76952,0xb2d30efd,584,6.0,418402.922
76954,0xb2d3a89f,575,25.0,195449.8883333333
76955,0xb2d6824d,171,1.0,2465.873333333333
76956,0xb2d62760,315,17.0,67519.89333333333
76957,0xb2d5d144,313,30.0,1926.8166666666664
76959,0xb2d6f09c,174,487.0,1091.28
76962,0xb2d402d2,310,11.0,4.1033333333333335
76963,0xb2d3c414,534,1.0,44193.7
76965,0xb2d5625c,412,2.0,94903.46125
76966,0xb2d2f5fe,585,3.0,309850.11666666664
76967,0xb2d42f57,413,6.0,529399.3633333333
76969,0xb2d68c70,242,98.0,5224.39
76971,0xb2d784d7,189,13.0,160044.58555555556
76972,0xb2d1479c,556,3.0,384050.19
76973,0xb2d3bf94,551,146.0,56.01333333333333
76975,0x3b9af0d7,308,54.0,4016.68
76977,0xb2d53523,364,6.0,9928.813333333334
76978,0xb2d4f4f7,99,4.0,176861.66
76979,0xb2d1605f,302,9.0,19092.556666666667
76981,0xb2d182a3,550,237.0,45496.76333333333
76982,0xb2d1346a,562,5.0,67697.5
76985,0xb2d26688,179,24.0,631556.4588888888
76986,0xb2d13e8d,186,3.0,121021.06333333334
76988,0xb2d24852,556,95.0,982622.3822222222
76992,0xb2d59f3d,406,6.0,624099.7533333333
76995,0xb2d59874,128,10.0,278659.4585714285
76999,0xb2d3a8ae,668,93.0,1174.2
77000,0xb2d23880,656,22.0,6894.213333333334
77001,0xb2d6e880,230,3.0,75001.75375
77005,0xb2d4907d,334,5.0,51503.10999999999
77007,0xb2d58d19,327,2.0,50028.3575
77008,0xb2d17bb9,489,11.0,160712.065
77010,0xb2d30de3,643,3.0,415341.9283333333
77012,0xb2d58068,317,13.0,315969.4
77013,0xb2d560cd,167,11.0,171256.14666666664
77016,0xb2d3519f,544,15.0,54420.308000000005
77017,0xb2d745f2,125,10.0,3473.15
77020,0xb2d11292,373,6.0,143527.085
77021,0xb2d6836a,271,34.0,45527.298
77023,0xb2d5df2a,279,16.0,117785.33666666668
77024,0xb2d1e92d,391,10.0,439503.6216666666
77026,0xb2d5d2c7,94,6.0,38825.3675
77027,0xb2d64adf,167,4.0,55264.39166666667
77028,0xb2d1b4e6,148,2.0,16500.934999999998
77029,0xb2d5bf7d,425,4.0,425697.0077777777
77030,0xb2d39c03,286,79.0,4602.556666666666
77032,0xb2d2c1ed,154,3.0,79877.06666666667
77033,0xb2d4518c,376,111.0,26095.338333333333
77034,0xb2d8cee3,169,280.0,4855.1466666666665
77035,0xb2d20f31,361,31.0,384681.1675
77036,0xb2d28545,221,12.0,933435.5
77039,0xb2d4b8c4,442,41.0,17406.193333333333
77041,0xb2d25b09,303,4.0,46094.78333333333
77043,0xb2d0ee9e,256,2.0,147016.98714285714
77048,0xb2d2113b,379,44.0,36886.35090909091
77049,0xb2d5792a,215,16.0,211137.7733333333
77052,0xb2d455bb,316,21.0,172593.67222222223
77053,0xb2d589da,147,8.0,10041.571666666669
77054,0xb2d2763f,222,16.0,166672.02833333335
77058,0xb2d124ce,550,206.0,71006.55499999998
77060,0xb2d2b158,306,14.0,50457.38399999999
77062,0xb2d34bae,477,132.0,2121.2133333333336
77064,0xb2d39a47,560,3.0,463339.725
77065,0xb2d0e0ee,561,1.0,6758.026666666668
77067,0xb2d45ef1,261,2.0,77961.29833333334
77069,0xb2d0d404,175,20.0,467080.69
77070,0xb2d6c4b6,178,3.0,1819886.5200000005
77071,0xb2d35d21,275,6.0,64033.706666666665
77072,0xb2d18dc5,431,2.0,140950.66333333333
77073,0xb2d28c7d,631,10.0,363378.76166666666
77074,0xb2d6499e,268,11.0,97759.36666666668
77077,0xb2d18c1e,655,134.0,174311.2088888889
77081,0xb2d21000,392,5.0,76521.15499999998
77085,0xb2d47bce,553,10.0,200000.0
77086,0xb2d27393,92,3.0,838159.5016666668
77087,0xb2d5d6a2,413,5.0,302602.325
77088,0xb2d07299,182,4.0,8775.376666666667
77090,0xb2d5fe53,387,20.0,172974.10555555555
77091,0xb2d1bb0a,162,3.0,283571.69
77092,0xb2d0c441,142,3.0,112708.83444444444
77093,0xb2d65088,162,21.0,15317.503333333332
77095,0xb2d4fce9,407,5.0,213810.525
77098,0xb2d254f1,116,4.0,760007.228888889
77100,0xb2d605cd,169,3.0,25545.65
77101,0xb2d34ad0,507,28.0,30876.12
77103,0xb2d28188,160,168.0,97511.13833333332
77106,0xb2d31968,230,299.0,1746.8833333333332
77107,0xb2d43a3d,580,3.0,31793.54
77109,0xb2d4d88f,489,19.0,514.4066666666666
77110,0xb2d38ca9,148,9.0,4324.66
77114,0xb2d8e7df,156,3.0,166679.79777777777
77115,0xb2d44109,318,78.0,266947.34909090906
77116,0xb2d8c904,94,3.0,200522.01166666663
77117,0xb2d20e23,480,1.0,246181.3277777778
77118,0xb2d5f91c,295,3.0,972737.2216666668
77119,0xb2d277bc,282,2.0,1175426.4633333331
77120,0xb2d60a02,168,10.0,19850.786666666667
77121,0xb2d5aecd,396,5.0,18635.03
77122,0xb2d2eca1,243,33.0,27372.94666666667
77125,0xb2d1291e,314,27.0,73660.03833333333
77129,0xb2d308dc,519,3.0,171228.38
77133,0xb2d4c875,238,8.0,91782.364
77134,0xb2d37437,487,8.0,5576.606666666667
77136,0xb2d3516c,140,15.0,207569.44666666668
77137,0xb2d2b5ff,392,39.0,25379.75333333333
77139,0xb2d2ab3d,579,34.0,1339.8833333333334
77141,0xb2d653bb,312,27.0,2179466.5675
77143,0xb2d6affe,256,29.0,813.6866666666666
77146,0xb2d55e0c,486,10.0,120022.928
77147,0xb2d2fce8,251,6.0,11512.6
77148,0xb2d65511,193,1.0,40000.0
77151,0xb2d0bec8,274,54.0,132635.01400000002
77153,0xb2d144ab,351,1059.0,65114.94833333333
77162,0xb2d65a0c,231,11.0,18840.64833333333
77163,0xb2d6aedb,208,1.0,50471.115
77165,0xb2d075f9,534,5.0,506491.45
77166,0xb2d3ef5e,488,16.0,12708.386666666667
77167,0xb2d2079f,614,8.0,75001.11666666667
77168,0xb2d23538,616,2.0,100477.92666666664
77172,0xb2d5e7a9,257,12.0,203003.7783333333
77174,0xb2d094ad,559,75.0,8257.883333333333
77177,0xb2d512c4,396,29.0,437285.31833333336
77179,0xb2d757b9,212,135.0,1815.5333333333333
77180,0x3b9b1867,606,52.0,155788.72333333336
77181,0xb2d5b9b3,165,10.0,128348.97333333331
77182,0xb2d56496,397,4.0,257119.235
77184,0xb2d3c426,528,14.0,46685.19166666667
77185,0xb2d693e1,211,2.0,16456.87
77186,0xb2d57a71,260,4.0,933534.195
77187,0xb2d2cc49,550,3.0,4936.316666666667
77189,0xb2d36fb1,583,3.0,2234062.3516666666
77190,0xb2d1daba,588,150.0,115439.90125
77191,0xb2d1856a,299,13.0,189658.11666666667
77192,0xb2d24a47,450,10.0,512347.8866666667
77193,0xb2d62847,244,8.0,4616387.035
77194,0xb2d765f6,126,19.0,167092.62555555554
77195,0xb2d3bb95,463,8.0,51626.4125
77196,0xb2d58716,183,3.0,27352.811666666665
77200,0xb2d68f37,251,21.0,240.16666666666663
77201,0xb2d187d4,146,30.0,1296.8533333333337
77204,0xb2d4336b,442,3.0,300027.96166666667
77205,0xb2d2756a,534,2.0,20095.228888888887
77207,0xb2d7b0a2,174,3.0,107143.53428571428
77208,0xb2d3f600,195,124.0,67495.78777777779
77213,0xb2d36d29,636,3.0,931870.4216666664
77214,0xb2d128e8,173,13.0,166392.715
77215,0xb2d41007,663,7.0,46589.27
77220,0xb2d2bf5f,682,1.0,4387.525000000001
77221,0xb2d20493,308,6.0,31690.906666666662
77223,0xb2d255d8,128,6.0,50077.55666666666
77224,0xb2d41f76,164,125.0,8771.546666666667
77226,0xb2d71a2a,214,3.0,170235.73555555556
77228,0xb2d56a2a,416,45.0,1895714.2857142857
77231,0xb2d60762,313,3.0,382941.475
77234,0xb2d249de,463,19.0,204447.71444444443
77236,0xb2d2573d,218,7.0,34941.66285714286
77241,0xb2d435c3,583,22.0,222111.88555555555
77242,0xb2d1f7bb,291,10.0,336549.64666666667
77246,0xb2d58bc0,215,8.0,374248.29
77247,0xb2d52c56,91,3.0,1042453.005
77250,0xb2d25113,664,7.0,2976582.498333333
77253,0xb2d3af47,601,4.0,221975.8933333333
77254,0xb2d0f669,405,1.0,30033.925000000003
77256,0x3b9b39cd,504,3.0,108030.12333333334
77263,0xb2d69a32,135,29.0,309268.68749999994
77264,0xb2d2affc,193,16.0,27892.351428571423
77265,0xb2d064ce,334,193.0,7869.280000000002
77267,0xb2d5c676,354,3.0,3367.643333333333
77269,0xb2d6ac92,245,50.0,1029.4633333333334
77271,0xb2d75b13,129,5.0,2001.753333333333
77274,0xb2d4e8f4,285,5.0,394215.19166666665
77277,0xb2d0a3b9,161,9.0,452099.54
77278,0xb2d37c2c,239,1.0,27979.72
77280,0xb2d2ce8c,515,6.0,1746273.6183333334
77281,0xb2d6a476,176,4.0,171670.84333333335
77283,0xb2d5980e,445,42.0,5031.45
77285,0xb2d6eab7,106,3.0,58500.838333333326
77288,0xb2d4f7fd,474,19.0,7659.003333333334
77289,0xb2d5c565,193,15.0,590560.8366666666
77290,0xb2d8e09e,101,3.0,10115.075
77291,0xb2d0ac59,160,12.0,34176.12
77296,0x3b9b1828,579,28.0,301337.3044444444
77297,0xb2d7048b,215,3.0,200000.0
77298,0xb2d42882,411,6.0,82390.18333333333
77300,0xb2d68328,113,3.0,25482.635
77301,0xb2d10596,476,5.0,273625.63333333336
77302,0xb2d1c7be,580,3.0,1614453.1233333333
77303,0xb2d6d7d6,132,1.0,852385.2250000001
77305,0xb2d1c395,497,139.0,26238.354
77306,0xb2d558cf,121,4.0,122843.91666666669
77309,0xb2d2b668,155,57.0,534835.292
77311,0xb2d43a70,409,6.0,534652.5388888889
77313,0xb2d568e0,153,7.0,493685.2933333333
77318,0xb2d26910,296,25.0,604285.5966666666
77320,0xb2d12cb4,469,13.0,343405.1683333333
77323,0xb2d61404,263,5.0,13371.598571428573
77325,0xb2d28983,574,9.0,101884.03333333333
77328,0xb2d64b60,308,3.0,61995.906
77331,0xb2d4116c,496,2.0,15001.06
77333,0xb2d45f66,330,17.0,236307.2033333333
77334,0xb2d2c163,693,5.0,20547.092
77337,0xb2d0a0c8,112,9.0,1065040.1066666667
77342,0xb2d44271,266,7.0,297564.01
77344,0xb2d69d62,283,9.0,866736.335
77345,0xb2d6e709,122,2.0,103.39333333333332
77346,0xb2d585cf,223,4.0,50291.138333333336
77348,0xb2d838e9,165,1.0,101193.40666666668
77350,0xb2d15921,247,2.0,300731.78
77351,0xb2d60a3e,153,12.0,1288.493333333333
77353,0xb2d25bf6,328,11.0,122300.458
77356,0xb2d38271,630,15.0,30276.50333333333
77357,0xb2d0839d,574,122.0,6911.353333333333
77358,0xb2d1c6b6,428,4.0,256323.395
77359,0xb2d6c9d5,107,4.0,45108.20333333333
77360,0xb2d27882,607,11.0,415571.998
77361,0xb2d62bbc,305,22.0,500666.6666666667
77363,0xb2d40ffb,472,8.0,203552.54777777777
77364,0xb2d184f5,381,10.0,109450.31444444443
77365,0x3b9b186d,221,22.0,681442.96
77367,0xb2d1273e,170,6.0,73056.70666666667
77368,0xb2d0d965,513,5.0,400481.2233333333
77370,0xb2d6438f,242,34.0,105108.395
77373,0xb2d0d2a2,263,55.0,59572.50571428572
77374,0xb2d07bed,389,21.0,43922.93666666667
77376,0xb2d51b07,312,4.0,65015.62777777778
77377,0xb2d60bac,142,1.0,160527.11777777778
77379,0xb2d3492c,355,1.0,62583.94
77382,0xb2d8c8a7,129,6.0,2742.2166666666667
77383,0xb2d0b130,237,20.0,79193.12833333334
77384,0xb2d246db,461,3.0,1843784.656666667
77386,0xb2d1355a,627,1.0,46064.880000000005
77389,0xb2d7905f,139,8.0,25096.47333333333
77390,0xb2d25758,246,7.0,1535618.2599999998
77392,0xb2d51b6a,365,3.0,12000000.6
77394,0xb2d317c1,157,21.0,961673.864
77396,0xb2d6315f,305,6.0,11648.256666666668
77399,0xb2d6a40a,242,25.0,229367.4933333333
77400,0xb2d64a16,305,4.0,74093.49
77401,0xb2d17106,262,26.0,215194.88166666668
77402,0xb2d33f0c,602,1.0,3832.4166666666665
77403,0xb2d1b324,498,4.0,39151.775
77404,0xb2d3cad1,552,233.0,729.1266666666667
77406,0xb2d58cbc,449,3.0,175038.46
77407,0xb2d4b90f,251,2.0,5017.4783333333335
77408,0xb2d400c5,208,9.0,40049.30111111111
77409,0x3b9b1240,309,3.0,702751.7566666667
77412,0xb2d637f5,199,17.0,231295.6433333333
77421,0xb2d19923,235,9.0,115457.59666666666
77422,0xb2d633c3,362,6.0,53346.21833333333
77423,0xb2d072f9,652,37.0,39982.241
77426,0xb2d3a644,332,9.0,258170.54499999995
77427,0xb2d39d26,244,3.0,225002.08833333332
77429,0xb2d17e1d,408,2.0,101859.76166666666
77432,0xb2d3c28b,472,6.0,6812.889999999999
77435,0xb2d5c98e,247,15.0,38.18
77437,0xb2d41b53,610,5.0,74760.25
77442,0xb2d1b018,418,5.0,110368.01833333333
77444,0xb2d65e8f,248,3.0,5143.388333333333
77445,0xb2d55b0f,412,20.0,40159.74333333333
77447,0xb2d5c805,361,5.0,20023.4775
77448,0xb2d697dd,227,12.0,5920.25
77449,0xb2d277fb,426,3.0,18155.86333333333
77450,0xb2d2ecce,454,8.0,2843336.412
77453,0xb2d47064,251,9.0,4550542.350000001
77454,0xb2d426c9,406,5.0,54941.48333333334
77455,0xb2d179cd,499,3.0,267047.9311111111
77457,0xb2d3caf2,278,15.0,2456.32
77458,0xb2d6b151,196,8.0,32595.994999999995
77459,0xb2d59d1e,387,1.0,2007.1566666666668
77460,0xb2d8cacc,178,13.0,3940.113333333333
77461,0x3b9b4075,647,3.0,466362.76000000007
77462,0xb2d5ff55,266,89.0,3606.843333333333
77464,0xb2d3871b,571,2.0,1.08
77465,0xb2d6e103,108,12.0,200110.0483333333
77466,0xb2d1d454,285,11.0,53075.0875
77470,0xb2d108b4,472,3.0,166669.7933333333
77471,0xb2d6c690,245,2.0,125025.355
77472,0xb2d2ae85,192,4.0,140652.8608333333
77475,0xb2d657ea,270,3.0,6214.18
77476,0xb2d44997,175,3.0,26602.85
77477,0xb2d2c2fb,305,5.0,50034.04000000001
77478,0xb2d5b6cb,179,8.0,666332.0233333332
77479,0xb2d704bb,125,3.0,23528.89333333333
77482,0xb2d60960,153,15.0,306850.6525
77484,0xb2d0b319,559,12.0,152173.66333333336
77486,0xb2d1edaa,246,3.0,13458.336666666668
77487,0xb2d6cd5f,104,3.0,113341.18
77490,0xb2d2b002,249,62.0,57.14666666666667
77494,0xb2d2dced,156,7.0,2438529.56
77498,0xb2d18390,445,3.0,635034.225
77499,0xb2d6ec4f,151,1.0,21674.606666666667
77500,0xb2d48d89,228,17.0,10626.1225
77501,0xb2d1cb4e,185,4.0,512757.2091666667
77502,0xb2d4d1c0,520,3.0,683.1666666666666
77503,0xb2d49f23,428,5.0,498683.37500000006
77505,0xb2d6a209,98,4.0,21.786666666666665
77510,0xb2d210a8,522,281.0,179157.654
77512,0xb2d24789,254,260.0,57115.05833333333
77514,0xb2d5762d,417,13.0,35062.17333333333
77515,0xb2d37170,394,12.0,10447.676666666666
77516,0xb2d5ac1e,216,4.0,9364.686666666666
77517,0xb2d5002e,152,18.0,2792250.0
77519,0xb2d56d63,295,15.0,278921.74333333335
77520,0xb2d4149c,185,3.0,10350394.946666667
77523,0xb2d20ade,611,2.0,358500.0025
77525,0xb2d261b1,645,6.0,1750048.89
77526,0xb2d6c06f,169,71.0,1401.1833333333334
77527,0xb2d8d402,93,6.0,176050.2933333333
77528,0xb2d0cb04,239,12.0,343433.3622222222
77529,0x3b9af1f7,295,22.0,14759.628333333334
77531,0xb2d14a00,644,1.0,228341.7433333333
77532,0xb2d11dd8,248,3.0,60816.1
77533,0xb2d680a9,175,63.0,13797.276666666668
77537,0xb2d3ccc0,312,9.0,2629915.1533333333
77539,0xb2d0bd27,456,3.0,218797.08833333332
77540,0xb2d62751,221,14.0,2044.7766666666664
77542,0xb2d88cd1,172,13.0,3472.6800000000003
77543,0xb2d58b51,274,2.0,68255.19888888889
77545,0xb2d428a6,642,12.0,533577.4666666667
77546,0xb2d37cb9,301,4.0,7509.016666666666
77550,0xb2d1f9d4,570,4.0,90860.196
77551,0xb2d59a96,455,17.0,2475078.52
77554,0xb2d6c153,159,3.0,1201605.7333333332
77555,0xb2d5ac81,265,7.0,203445.65833333333
77557,0xb2d23e59,367,3.0,801924.3216666667
77558,0xb2d25df1,644,4.0,1979289.735
77559,0xb2d45c54,322,5.0,114036.66888888887
77560,0xb2d60a5c,305,6.0,4342.478000000001
77561,0xb2d4914c,248,1.0,54690.38125
77563,0xb2d2e80f,525,7.0,217286.43400000004
77565,0xb2d78d08,107,1.0,3840.643333333333
77567,0xb2d20136,321,16.0,121381.72999999998
77568,0xb2d298b6,147,1.0,19060.735000000004
77569,0xb2d39fab,417,1.0,15183.858333333332
77571,0xb2d22c86,529,6.0,313950.06999999995
77573,0xb2d27e5b,227,57.0,1061384.316666667
77574,0xb2d51c2d,378,2.0,36711.255
77581,0xb2d639c3,165,4.0,45009.90166666667
77585,0xb2d1faf4,575,5.0,212009.97333333336
77586,0xb2d1d49c,589,42.0,5472.849999999999
77588,0xb2d43242,419,58.0,17090.476666666666
77590,0xb2d3a7f7,501,5.0,2634484.855
77591,0xb2d5a1b0,217,1.0,5255.181666666666
77592,0xb2d2dc84,639,7.0,77607.79166666667
77594,0xb2d5cc49,308,3.0,1625675.2355555557
77595,0xb2d31cfe,394,28.0,2421448.5466666664
77596,0xb2d65232,331,8.0,3992.9366666666665
77597,0xb2d636ff,322,3.0,3886.963333333333
77599,0xb2d113d0,262,7.0,469950.0783333333
77600,0xb2d56ed1,253,17.0,10828.963333333331
77601,0xb2d6a401,101,10.0,25532.073333333334
77605,0xb2d33c5d,273,3.0,111364.59333333334
77608,0xb2d6cb34,151,9.0,98027.23555555556
77611,0xb2d8ce83,122,8.0,366010.9977777778
77612,0xb2d423b1,375,6.0,442056.4583333333
77616,0x3b9b44bf,701,115.0,325839.3125
77618,0xb2d64020,247,3.0,9803529.476666668
77619,0xb2d34929,487,1.0,33012.205
77621,0xb2d18d0b,289,7.0,76827.09529411765
77622,0xb2d1b009,482,135.0,13228.8975
77623,0xb2d77790,161,5.0,265000.355
77624,0xb2d58662,246,2.0,2759753.513333333
77627,0xb2d256b9,465,3.0,332000.5
77629,0xb2d56b0e,154,103.0,855555.4700000001
77631,0xb2d13a8e,245,6.0,78608.01777777777
77637,0xb2d5d70e,184,31.0,2084061.56
77639,0xb2d5e16a,307,26.0,587332.0066666666
77641,0xb2d6543f,204,10.0,90055.24166666668
77645,0xb2d20bb9,201,7.0,230149.06888888887
77649,0xb2d5a600,325,6.0,118448.08
77650,0xb2d17f19,505,3.0,100376.30933333332
77652,0xb2d451bc,171,22.0,84689.9088888889
77656,0xb2d62706,96,2.0,4813.183333333333
77657,0xb2d5ce86,408,1.0,60437.438
77658,0x3b9b1b22,407,26.0,6585.723333333332
77659,0xb2d32925,298,6.0,22527844.718333334
77664,0xb2d6a7d0,214,127.0,1757.246666666667
77665,0xb2d1b5af,446,7.0,203996.7633333333
77668,0xb2d221d9,600,15.0,520525.0
77675,0xb2d64530,96,31.0,14897.51333333333
